timestamp,asset,signal,entry_price,exit_price,size_usd,gross_pnl_usd,net_pnl_usd,reason,dry_run
2026-04-06 07:19:00+00:00,AVAX,long,12.411738637094336,12.473005139739238,188.0,0.9280007285053454,0.9280007285053454,fixed_horizon_synthetic_exit,True
2026-04-06 07:49:00+00:00,AVAX,short,12.380922618594248,12.427383949863556,188.0,-0.7054991415188759,-0.7054991415188759,fixed_horizon_synthetic_exit,True
2026-04-06 08:20:00+00:00,AVAX,long,12.401376225690022,12.247229280267637,188.0,-2.3368072391333228,-2.3368072391333228,fixed_horizon_synthetic_exit,True
2026-04-06 08:54:00+00:00,ETH,short,77.87517241542452,77.75389758093318,188.0,0.292771985951383,0.292771985951383,fixed_horizon_synthetic_exit,True
2026-04-06 09:30:00+00:00,AVAX,short,12.157955022196633,12.145778750698927,188.0,0.1882832299831285,0.1882832299831285,fixed_horizon_synthetic_exit,True
2026-04-06 10:02:00+00:00,ETH,long,77.69113458549688,77.42306294158729,188.0,-0.6486900895950043,-0.6486900895950043,fixed_horizon_synthetic_exit,True
2026-04-06 10:35:00+00:00,AVAX,short,12.153821917770554,12.10349274466952,188.0,0.778511040149415,0.778511040149415,fixed_horizon_synthetic_exit,True
2026-04-06 11:09:00+00:00,BCH,short,148.95138299018683,150.10692379126056,188.0,-1.4584736726893828,-1.4584736726893828,fixed_horizon_synthetic_exit,True
2026-04-06 11:40:00+00:00,SOL,long,76.8645498539714,76.90389487527179,188.0,0.09623245070095796,0.09623245070095796,fixed_horizon_synthetic_exit,True
2026-04-06 12:46:00+00:00,XPL,short,200.31364565925972,199.85858185204512,188.0,0.4270902038389918,0.4270902038389918,fixed_horizon_synthetic_exit,True
2026-04-06 13:24:00+00:00,BCH,long,138.61307677943194,138.11173285501332,188.0,-0.6799694515163252,-0.6799694515163252,fixed_horizon_synthetic_exit,True
2026-04-06 13:55:00+00:00,ETH,short,71.17966341836161,72.20366097143834,188.0,-2.704586264294751,-2.704586264294751,fixed_horizon_synthetic_exit,True
2026-04-06 14:28:00+00:00,FARTCOIN,short,43.80011439447055,42.20397601422812,188.0,6.850987026724727,6.850987026724727,fixed_horizon_synthetic_exit,True
2026-04-06 14:58:00+00:00,XPL,long,197.42045988177992,196.4287977663425,188.0,-0.9443422318733972,-0.9443422318733972,fixed_horizon_synthetic_exit,True
2026-04-06 15:33:00+00:00,ETH,long,72.82268328120979,72.21166170712944,188.0,-1.577421357621776,-1.577421357621776,fixed_horizon_synthetic_exit,True
2026-04-06 16:04:00+00:00,SOL,short,72.11766468401451,71.66991644681207,188.0,1.1672129007904282,1.1672129007904282,fixed_horizon_synthetic_exit,True
2026-04-06 16:45:00+00:00,ETH,long,72.08453111035823,71.3267123601348,188.0,-1.9764285464226452,-1.9764285464226452,fixed_horizon_synthetic_exit,True
2026-04-06 17:18:00+00:00,CC,long,24.506411132587722,24.490375129684335,188.0,-0.12301958575353844,-0.12301958575353844,fixed_horizon_synthetic_exit,True
2026-04-06 17:48:00+00:00,AVAX,long,11.402683291125731,11.367890031063277,188.0,-0.5736485636527359,-0.5736485636527359,fixed_horizon_synthetic_exit,True
2026-04-06 18:21:00+00:00,BCH,short,142.15886760534082,141.78631516288493,188.0,0.4926872333856075,0.4926872333856075,fixed_horizon_synthetic_exit,True
2026-04-06 18:55:00+00:00,BCH,long,141.87197083085178,140.70905491360614,188.0,-1.541024567163038,-1.541024567163038,fixed_horizon_synthetic_exit,True
2026-04-06 19:26:00+00:00,BTC,long,63464.94094493346,63154.86660346692,188.0,-0.918522499631562,-0.918522499631562,fixed_horizon_synthetic_exit,True
2026-04-06 19:57:00+00:00,XPL,short,189.24829032199594,191.32165944020105,188.0,-2.0596930812920284,-2.0596930812920284,fixed_horizon_synthetic_exit,True
2026-04-06 20:27:00+00:00,BCH,short,138.66185830059274,138.25853605453432,188.0,0.546830853042587,0.546830853042587,fixed_horizon_synthetic_exit,True
2026-04-06 21:00:00+00:00,SOL,long,70.79842154127815,71.03144451208134,188.0,0.6187753562479916,0.6187753562479916,fixed_horizon_synthetic_exit,True
2026-04-06 21:32:00+00:00,CC,long,25.19159898500997,24.89764339141084,188.0,-2.1937333803035335,-2.1937333803035335,fixed_horizon_synthetic_exit,True
2026-04-06 22:02:00+00:00,CC,long,24.969452859517716,25.242608783053527,188.0,2.056645530587099,2.056645530587099,fixed_horizon_synthetic_exit,True
2026-04-06 22:32:00+00:00,BCH,short,135.62749393161172,135.6504935829229,188.0,-0.031880958065054206,-0.031880958065054206,fixed_horizon_synthetic_exit,True
2026-04-06 23:04:00+00:00,CC,short,25.057159632978287,25.003105820705215,188.0,0.4055574077902617,0.4055574077902617,fixed_horizon_synthetic_exit,True
2026-04-06 23:35:00+00:00,FARTCOIN,short,42.0178358284385,42.07658433440149,188.0,-0.2628578769772464,-0.2628578769772464,fixed_horizon_synthetic_exit,True
