timestamp,asset,event,reason,z_score,cbd_score,analyst_signal,analyst_confidence,risk_approved,risk_rejection_reason,analyst_reasoning,risk_summary
2026-04-06 01:34:00+00:00,BTC,trigger_admitted,z_score,3.590049377220289,0.2742149569264204,short,0.8420469415629072,True,,Triggered by z_score; z=3.590; abs_return=0.00118; CBD omega=0.274; rho_cb=0.000; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 01:35:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.319919253559523,,,,,,,
2026-04-06 01:35:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.303494419215755,,,,,,,
2026-04-06 01:38:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.28480005827214,,,,,,,
2026-04-06 01:42:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.6706335384638553,,,,,,,
2026-04-06 01:42:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.5866418644649665,,,,,,,
2026-04-06 01:42:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.342716132261735,,,,,,,
2026-04-06 01:46:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.4278979139009675,,,,,,,
2026-04-06 01:48:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,3.514327859126727,,,,,,,
2026-04-06 01:49:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,3.7286034564826736,,,,,,,
2026-04-06 01:49:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.526285314522284,,,,,,,
2026-04-06 01:54:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.2550300607572535,,,,,,,
2026-04-06 01:55:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.9884758945182868,,,,,,,
2026-04-06 01:56:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.149770929231866,,,,,,,
2026-04-06 01:58:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.883226065353994,,,,,,,
2026-04-06 01:59:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.334299565519174,,,,,,,
2026-04-06 02:06:00+00:00,AVAX,trigger_admitted,z_score,2.176100058644123,0.18326775860409605,long,0.710741556412349,True,,Triggered by z_score; z=2.176; abs_return=0.00213; CBD omega=0.183; rho_cb=0.282; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 02:06:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.1143358530255925,,,,,,,
2026-04-06 02:08:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.019046332165119,,,,,,,
2026-04-06 02:09:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.558731481702135,,,,,,,
2026-04-06 02:14:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.752433670261152,,,,,,,
2026-04-06 02:16:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,3.743935013731715,,,,,,,
2026-04-06 02:18:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.4290735279485935,,,,,,,
2026-04-06 02:19:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.783613348543307,,,,,,,
2026-04-06 02:19:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.2172587992167174,,,,,,,
2026-04-06 02:26:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.603092831681197,,,,,,,
2026-04-06 02:35:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.9754569678147007,,,,,,,
2026-04-06 02:36:00+00:00,BCH,trigger_admitted,z_score,2.3923026201990747,0.5153502994613681,short,0.7944542695081995,True,,Triggered by z_score; z=2.392; abs_return=0.00203; CBD omega=0.515; rho_cb=0.853; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 02:39:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.2210878338950724,,,,,,,
2026-04-06 02:39:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,3.442025196594905,,,,,,,
2026-04-06 02:42:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.149246395449173,,,,,,,
2026-04-06 02:44:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.3491205763198644,,,,,,,
2026-04-06 02:52:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.5474905093680404,,,,,,,
2026-04-06 02:53:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.1038016978835414,,,,,,,
2026-04-06 02:54:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.3773194186097095,,,,,,,
2026-04-06 02:56:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,4.062028379240993,,,,,,,
2026-04-06 03:00:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.9408815729806768,,,,,,,
2026-04-06 03:01:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,3.471899570424477,,,,,,,
2026-04-06 03:03:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.158408135534599,,,,,,,
2026-04-06 03:06:00+00:00,XPL,trigger_admitted,z_score_and_abs_return_floor,3.3074939279965134,0.595111568852555,long,0.883621828010232,True,,Triggered by z_score_and_abs_return_floor; z=3.307; abs_return=0.00388; CBD omega=0.595; rho_cb=0.710; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 03:10:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.043174499129291,,,,,,,
2026-04-06 03:10:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.094795366962425,,,,,,,
2026-04-06 03:19:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.86603171930052,,,,,,,
2026-04-06 03:20:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.6299929232832846,,,,,,,
2026-04-06 03:23:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.9991616754889217,,,,,,,
2026-04-06 03:24:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.2462893100423242,,,,,,,
2026-04-06 03:30:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.285699243061083,,,,,,,
2026-04-06 03:37:00+00:00,FARTCOIN,trigger_admitted,z_score,2.0615905142943847,0.47371416063765237,long,0.7596700732710813,True,,Triggered by z_score; z=2.062; abs_return=0.00265; CBD omega=0.474; rho_cb=0.917; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 03:37:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,3.059048013763849,,,,,,,
2026-04-06 03:40:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.3445415943028145,,,,,,,
2026-04-06 03:41:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.9588123913549533,,,,,,,
2026-04-06 03:44:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.529045637014425,,,,,,,
2026-04-06 03:46:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.754962534843507,,,,,,,
2026-04-06 03:47:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,3.0431785447439226,,,,,,,
2026-04-06 03:50:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.4172515867389985,,,,,,,
2026-04-06 03:55:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.2841388686793564,,,,,,,
2026-04-06 03:56:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.9557128862016087,,,,,,,
2026-04-06 03:56:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.417576493012175,,,,,,,
2026-04-06 04:00:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.0548054629800094,,,,,,,
2026-04-06 04:01:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,3.6940930504014258,,,,,,,
2026-04-06 04:04:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.220983519056617,,,,,,,
2026-04-06 04:05:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.144794402984064,,,,,,,
2026-04-06 04:08:00+00:00,BCH,trigger_admitted,z_score,2.1174066483320684,0.28494788875733595,long,0.7263821096180326,True,,Triggered by z_score; z=2.117; abs_return=0.00210; CBD omega=0.285; rho_cb=0.513; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 04:08:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.7936505686276596,,,,,,,
2026-04-06 04:08:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.5931997090951753,,,,,,,
2026-04-06 04:13:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.078294937393769,,,,,,,
2026-04-06 04:20:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.012359786585407,,,,,,,
2026-04-06 04:20:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,3.126522002774736,,,,,,,
2026-04-06 04:23:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.674550533278248,,,,,,,
2026-04-06 04:25:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.276979926391364,,,,,,,
2026-04-06 04:25:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.170466051164598,,,,,,,
2026-04-06 04:26:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.1146677564017327,,,,,,,
2026-04-06 04:33:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.053288048545025,,,,,,,
2026-04-06 04:33:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.7656171970838908,,,,,,,
2026-04-06 04:35:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.810109456792482,,,,,,,
2026-04-06 04:37:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.154982453569436,,,,,,,
2026-04-06 04:38:00+00:00,CC,trigger_admitted,z_score_and_abs_return_floor,4.669618649920067,0.7329111391313777,short,1.0,True,,Triggered by z_score_and_abs_return_floor; z=4.670; abs_return=0.00345; CBD omega=0.733; rho_cb=0.729; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 04:41:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.084793218020343,,,,,,,
2026-04-06 04:41:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.1271842159510372,,,,,,,
2026-04-06 04:50:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.0942268499795413,,,,,,,
2026-04-06 04:53:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.4776808171284808,,,,,,,
2026-04-06 04:53:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.7339274625476357,,,,,,,
2026-04-06 04:53:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,4.23710538969265,,,,,,,
2026-04-06 04:54:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,3.3520785710901833,,,,,,,
2026-04-06 04:56:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.9305439599325616,,,,,,,
2026-04-06 04:59:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.064291762400086,,,,,,,
2026-04-06 05:12:00+00:00,XPL,trigger_admitted,z_score,3.583260772496596,0.6707454283337831,short,0.9208099474664844,True,,Triggered by z_score; z=3.583; abs_return=0.00286; CBD omega=0.671; rho_cb=0.795; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 05:13:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.4320730183269395,,,,,,,
2026-04-06 05:15:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.9866256739870765,,,,,,,
2026-04-06 05:24:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.9798697236550424,,,,,,,
2026-04-06 05:26:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,3.16916533662086,,,,,,,
2026-04-06 05:26:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.3768659966109946,,,,,,,
2026-04-06 05:29:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.669678285233507,,,,,,,
2026-04-06 05:29:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.535357924716878,,,,,,,
2026-04-06 05:30:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.484019274548427,,,,,,,
2026-04-06 05:31:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.7454659416425278,,,,,,,
2026-04-06 05:35:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.3958967798936555,,,,,,,
2026-04-06 05:35:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.3554244685179593,,,,,,,
2026-04-06 05:37:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.784627177486313,,,,,,,
2026-04-06 05:40:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.009193200942317,,,,,,,
2026-04-06 05:40:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.7034781100109853,,,,,,,
2026-04-06 05:42:00+00:00,AVAX,trigger_admitted,z_score,2.76882205370745,0.5528878958804686,long,0.8320833434726898,True,,Triggered by z_score; z=2.769; abs_return=0.00231; CBD omega=0.553; rho_cb=0.787; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 05:42:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.1033388894992275,,,,,,,
2026-04-06 05:44:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.131865784756445,,,,,,,
2026-04-06 05:44:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.411858695319044,,,,,,,
2026-04-06 05:44:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,3.242657371483448,,,,,,,
2026-04-06 05:45:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.7063625469896917,,,,,,,
2026-04-06 05:45:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.1764341868392933,,,,,,,
2026-04-06 05:48:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,4.039771750224402,,,,,,,
2026-04-06 05:48:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.1529840949269903,,,,,,,
2026-04-06 05:57:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.4755693384465354,,,,,,,
2026-04-06 05:58:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.2625314248720856,,,,,,,
2026-04-06 06:05:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,4.489199850884744,,,,,,,
2026-04-06 06:14:00+00:00,XPL,trigger_admitted,z_score,2.0387120511101204,0.33165923333181746,short,0.7294288107551731,True,,Triggered by z_score; z=2.039; abs_return=0.00242; CBD omega=0.332; rho_cb=0.644; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 06:15:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,4.927920478059807,,,,,,,
2026-04-06 06:15:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.184832460228063,,,,,,,
2026-04-06 06:15:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.232935841653476,,,,,,,
2026-04-06 06:17:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.3727231125181074,,,,,,,
2026-04-06 06:17:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.0852348409332637,,,,,,,
2026-04-06 06:20:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.625988451777709,,,,,,,
2026-04-06 06:24:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.0654227066704807,,,,,,,
2026-04-06 06:25:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,4.166551958401879,,,,,,,
2026-04-06 06:25:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.2456801328987503,,,,,,,
2026-04-06 06:30:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.3493571919213987,,,,,,,
2026-04-06 06:33:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.3160832897350376,,,,,,,
2026-04-06 06:38:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,3.03206172383529,,,,,,,
2026-04-06 06:40:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,4.330459617757887,,,,,,,
2026-04-06 06:44:00+00:00,XPL,trigger_admitted,z_score_and_abs_return_floor,2.5569021022867022,0.41523380304293783,short,0.7875989287915237,True,,Triggered by z_score_and_abs_return_floor; z=2.557; abs_return=0.00312; CBD omega=0.415; rho_cb=0.587; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 06:45:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.0100656484759556,,,,,,,
2026-04-06 06:48:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.2878260344130887,,,,,,,
2026-04-06 06:48:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.0282692240813067,,,,,,,
2026-04-06 06:50:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,3.5977204817204993,,,,,,,
2026-04-06 06:51:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,5.192682928073578,,,,,,,
2026-04-06 06:51:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.5786834647659584,,,,,,,
2026-04-06 06:55:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.1128605733727617,,,,,,,
2026-04-06 06:59:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.0425984010441205,,,,,,,
2026-04-06 07:02:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.087776125867183,,,,,,,
2026-04-06 07:04:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,2.8085099965114284,,,,,,,
2026-04-06 07:11:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.023636097492001,,,,,,,
2026-04-06 07:13:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.415999158517287,,,,,,,
2026-04-06 07:19:00+00:00,AVAX,trigger_admitted,z_score,3.0804740234140633,0.33507647100916904,long,0.8134532160749589,True,,Triggered by z_score; z=3.080; abs_return=0.00283; CBD omega=0.335; rho_cb=0.253; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 07:21:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.7406563449465255,,,,,,,
2026-04-06 07:23:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,3.025663587298427,,,,,,,
2026-04-06 07:24:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.190421586976961,,,,,,,
2026-04-06 07:24:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.0964325930539016,,,,,,,
2026-04-06 07:25:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,3.758132299957294,,,,,,,
2026-04-06 07:29:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.1588304542256065,,,,,,,
2026-04-06 07:32:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.4372990923312132,,,,,,,
2026-04-06 07:33:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.3832157169625914,,,,,,,
2026-04-06 07:43:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.664230864985385,,,,,,,
2026-04-06 07:43:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.241729674082268,,,,,,,
2026-04-06 07:43:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,3.863869506678455,,,,,,,
2026-04-06 07:49:00+00:00,AVAX,trigger_admitted,z_score_and_abs_return_floor,3.212010396425525,0.5540399143202426,short,0.8677688145780904,True,,Triggered by z_score_and_abs_return_floor; z=3.212; abs_return=0.00337; CBD omega=0.554; rho_cb=0.654; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 07:50:00+00:00,FARTCOIN,trigger_discarded,pipeline_busy_or_global_cooldown,4.734177059594238,,,,,,,
2026-04-06 07:50:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.682120513107411,,,,,,,
2026-04-06 07:53:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,4.198053033501345,,,,,,,
2026-04-06 07:54:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.308288918098006,,,,,,,
2026-04-06 07:55:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,3.175349812031324,,,,,,,
2026-04-06 07:55:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,4.303719886220586,,,,,,,
2026-04-06 07:58:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.7372378627588314,,,,,,,
2026-04-06 07:59:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.8793715070443904,,,,,,,
2026-04-06 08:01:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.4100120014694077,,,,,,,
2026-04-06 08:05:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.2013579319369923,,,,,,,
2026-04-06 08:16:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.005615198742292,,,,,,,
2026-04-06 08:17:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,4.29459593603313,,,,,,,
2026-04-06 08:18:00+00:00,BCH,trigger_discarded,pipeline_busy_or_global_cooldown,2.246177686149505,,,,,,,
2026-04-06 08:18:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.319115210476245,,,,,,,
2026-04-06 08:20:00+00:00,AVAX,trigger_admitted,z_score,2.187186908155386,0.18810334286292213,long,0.7125956212250153,True,,Triggered by z_score; z=2.187; abs_return=0.00214; CBD omega=0.188; rho_cb=0.287; deterministic proxy decision.,Approved by deterministic hard gates.
2026-04-06 08:21:00+00:00,CC,trigger_discarded,pipeline_busy_or_global_cooldown,2.295409450940531,,,,,,,
2026-04-06 08:21:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,2.6277962813829125,,,,,,,
2026-04-06 08:23:00+00:00,ETH,trigger_discarded,pipeline_busy_or_global_cooldown,2.4252342700776195,,,,,,,
2026-04-06 08:24:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,3.385792429944597,,,,,,,
2026-04-06 08:26:00+00:00,AVAX,trigger_discarded,pipeline_busy_or_global_cooldown,2.3507428514798696,,,,,,,
2026-04-06 08:26:00+00:00,BTC,trigger_discarded,pipeline_busy_or_global_cooldown,2.057358206320847,,,,,,,
2026-04-06 08:28:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,2.8653441567090012,,,,,,,
2026-04-06 08:30:00+00:00,SOL,trigger_discarded,pipeline_busy_or_global_cooldown,3.33435162774748,,,,,,,
2026-04-06 08:30:00+00:00,XPL,trigger_discarded,pipeline_busy_or_global_cooldown,4.020472855247356,,,,,,,
